304.864	-0.1915
200.320	0.8959
215.577	0.4009
304.861	-0.1915
200.360	0.8958
215.589	0.4011
364.305	0.4313
269.341	0.7780
146.002	-0.4569
364.246	-0.4313
269.238	-0.7780
146.068	0.4568
322.618	0.4723
192.360	0.8567
248.795	0.2071
323.187	-0.4724
193.406	-0.8569
249.052	-0.2065
387.843	0.8212
232.587	0.5470
195.326	-0.1628
388.003	-0.8212
232.689	-0.5468
195.299	0.1631
413.952	-0.3201
127.277	0.9299
107.259	-0.1811
414.342	0.3198
126.125	-0.9300
107.487	0.1810
423.637	-0.5159
220.510	0.8130
302.989	0.2699
425.416	-0.5161
217.714	0.8126
302.049	0.2707
333.928	-0.5489
162.974	0.8086
132.860	0.2119
334.599	-0.5490
161.991	0.8085
132.594	0.2119
519.454	0.0424
123.255	0.7504
42.951	-0.6596
519.418	0.0424
122.592	0.7500
43.537	-0.6601
527.394	-0.2149
179.205	0.8788
177.522	-0.4262
527.515	-0.2150
178.696	0.8787
177.766	-0.4262
376.325	0.6881
167.793	-0.6946
253.135	-0.2100
377.463	0.6880
166.645	-0.6947
252.780	-0.2099
416.650	0.1699
246.249	0.5945
85.738	0.7859
416.644	-0.1698
246.224	-0.5947
85.715	-0.7858
431.917	-0.2221
235.317	-0.9079
62.133	-0.3554
432.116	-0.2225
236.144	-0.9077
62.446	-0.3558
385.070	0.6436
226.619	0.7385
162.623	-0.2011
385.368	0.6437
226.952	0.7384
162.527	-0.2012
443.802	-0.6606
198.123	-0.1520
47.401	-0.7352
442.455	-0.6605
197.814	-0.1521
45.909	-0.7352
355.504	-0.9705
198.912	-0.1812
194.487	-0.1590
355.351	-0.9705
198.879	-0.1811
194.461	-0.1590
335.806	-0.5501
184.524	0.8324
192.916	0.0676
336.996	-0.5499
182.718	0.8326
192.770	0.0670
321.068	0.1270
149.511	0.7173
55.883	-0.6851
320.987	0.1271
149.072	0.7174
56.311	-0.6850
433.885	0.0466
125.913	-0.8607
118.181	0.5070
433.902	0.0467
125.639	-0.8606
118.346	0.5072
393.656	-0.1879
241.609	0.8298
152.633	0.5255
393.971	-0.1878
240.228	0.8298
151.761	0.5256
401.844	-0.0786
253.208	0.9930
102.185	0.0884
401.868	0.0787
252.821	-0.9930
102.164	-0.0885
428.842	-0.2888
231.385	-0.8374
92.025	0.4640
428.917	-0.2889
231.619	-0.8376
91.908	0.4638
442.052	0.5491
214.802	0.5590
44.881	0.6213
441.400	0.5493
214.140	0.5588
44.149	0.6212
530.760	0.0696
236.912	0.8755
130.920	-0.4783
530.850	0.0690
238.177	0.8758
130.239	-0.4776
537.810	-0.8294
284.285	-0.5088
147.757	-0.2307
536.810	-0.8294
283.676	-0.5089
147.476	-0.2305
